user_text,age_group,sex,body_part,red_flags_present,duration_days,pain_score,symptom_count,primary_disease
"i have warm skin, red skin, swelling, fever, pus and spreading redness for 7 days. my pain score is 5 out of 10.",older adult,female,skin/leg/arm,no,7,5,6,cellulitis
"my symptoms are dizziness, pale skin and trembling for 1 day. my pain score is 3 out of 10.",adult,female,whole body,no,1,3,3,anemia
"my symptoms are swelling, injury, severe tenderness and deformity for 5 days. my pain score is 7 out of 10.",older adult,male,arm/leg,no,5,7,4,fracture or sprain
my symptoms are fullness in ear and ear pain for 3 days. my pain score is 3 out of 10.,child,female,ear/head,no,3,3,2,ear infection
"for the last few days i have had cough, chest tightness, wheezing, shortness of breath and fatigue today. my pain score is 1 out of 10.",teen,male,chest,no,0,1,5,asthma flare
i feel pale skin and dizziness for 1 day. my pain score is 2 out of 10.,teen,female,whole body,no,1,2,2,anemia
"today i noticed racing heart, fear, chest tightness, sweating, tingling fingers, dizziness and cough for 5 days. my pain score is 4 out of 10.",older adult,not specified,chest/whole body,no,5,4,7,anxiety or panic attack
"i have nausea, bloating, indigestion and heartburn for 5 days. my pain score is 4 out of 10.",teen,female,abdomen,no,5,4,4,gastritis
"i am experiencing dry cough, body aches, loss of appetite, headache and blocked nose for 7 days. my pain score is 7 out of 10.",teen,not specified,whole body,no,7,7,5,influenza
"i've got hunger, shaking, weakness, dizziness, confusion, unconscious and seizure for 4 days. my pain score is 9 out of 10.",teen,male,whole body,yes,4,9,7,hypoglycemia
"my symptoms are cloudy urine, lower abdominal pain, burning urination, frequent urination, fever and nausea for 3 days. my pain score is 6 out of 10.",teen,not specified,pelvis/abdomen,no,3,6,6,urinary tract infection
"for the last few days i have had chills, fever, body aches and dry cough for 1 day. my pain score is 2 out of 10.",older adult,female,whole body,no,1,2,4,influenza
"i've got recent lifting, localized pain, muscle tightness, bruising, swelling and injury for 2 days. my pain score is 3 out of 10.",child,female,back/arm/leg,no,2,3,6,muscle strain
"i feel ear pain, fullness in ear, poor sleep and headache for 4 days. my pain score is 5 out of 10.",child,female,ear/head,yes,4,5,4,ear infection
"my symptoms are swelling, joint pain, injury and severe tenderness for 6 days. my pain score is 7 out of 10.",adult,male,arm/leg,yes,6,7,4,fracture or sprain
"i have stomach cramps, nausea, vomiting and diarrhea for 3 days. my pain score is 3 out of 10.",older adult,female,abdomen,no,3,3,4,gastroenteritis
"my symptoms are stomach cramps, nausea, ate suspicious food, weakness, dehydration and loss of appetite for 4 days. my pain score is 7 out of 10.",adult,female,abdomen,yes,4,7,6,food poisoning
"i have sweating, dizziness, weakness, hunger, fast heartbeat, headache and seizure for 9 days. my pain score is 8 out of 10.",older adult,female,whole body,yes,9,8,7,hypoglycemia
"for the last few days i have had stomach cramps, nausea, weakness, dehydration and dark urine for 6 days. my pain score is 6 out of 10.",teen,male,abdomen,no,6,6,5,food poisoning
"i have bloating, nausea and loss of appetite for 1 day. my pain score is 3 out of 10.",teen,female,abdomen,yes,1,3,3,gastritis
"today i noticed chest tightness, trembling, racing heart and fear for 2 days. my pain score is 1 out of 10.",older adult,female,chest/whole body,yes,2,1,4,anxiety or panic attack
"my symptoms are watery eyes, sneezing, itchy eyes, cough, sinus pressure and poor sleep for 5 days. my pain score is 6 out of 10.",older adult,male,head,no,5,6,6,allergic rhinitis
"for the last few days i have had diarrhea, vomiting, ate suspicious food, fever, cannot keep fluids down, severe dehydration and dizziness for 9 days. my pain score is 9 out of 10.",teen,female,abdomen,yes,9,9,7,food poisoning
today i noticed gum swelling and tooth pain for 1 day. my pain score is 2 out of 10.,child,male,mouth/face,yes,1,2,2,dental abscess
"i have neck stiffness, light sensitivity, drowsiness, rash and fever for 6 days. my pain score is 5 out of 10.",adult,female,head/neck,yes,6,5,5,meningitis
"today i noticed itchy rash, red patches, scaly skin and cracked skin for 2 days. my pain score is 4 out of 10.",older adult,female,skin,no,2,4,4,eczema flare
"today i noticed difficulty moving, swelling and injury for 1 day. my pain score is 3 out of 10.",child,not specified,arm/leg,yes,1,3,3,fracture or sprain
"i've got nausea, loss of appetite, fever, abdominal tenderness, pain worse with movement, vomiting and rigid abdomen today. my pain score is 7 out of 10.",teen,not specified,abdomen,yes,0,7,7,appendicitis
"i feel red patches, dry skin, scaly skin, itchy rash, sleep disturbance, oozing and cracked skin for 3 days. my pain score is 6 out of 10.",older adult,female,skin,yes,3,6,7,eczema flare
"my symptoms are upper abdominal pain, loss of appetite and ate suspicious food for 3 days. my pain score is 3 out of 10.",adult,not specified,abdomen,no,3,3,3,gastritis
"today i noticed pressure around head, dull headache, poor sleep, mild nausea and dizziness for 2 days. my pain score is 6 out of 10.",older adult,female,head,no,2,6,5,tension headache
i've got acid reflux and sour taste for 1 day. my pain score is 3 out of 10.,child,not specified,chest/abdomen,no,1,3,2,gerd
"today i noticed skin pain, swelling, warm skin, red skin, spreading redness, very unwell and dry skin for 1 day. my pain score is 10 out of 10.",teen,not specified,skin/leg/arm,yes,1,10,7,cellulitis
i am experiencing swelling and red skin for 1 day. my pain score is 1 out of 10.,teen,male,skin/leg/arm,no,1,1,2,cellulitis
"i am experiencing itchy eyes, runny nose, sinus pressure, cough and poor sleep for 3 days. my pain score is 7 out of 10.",adult,female,head,no,3,7,5,allergic rhinitis
"i've got chills, body aches and loss of appetite for 3 days. my pain score is 5 out of 10.",teen,not specified,whole body,no,3,5,3,influenza
"i have dark urine, fatigue, dizziness, headache and fainting today. my pain score is 9 out of 10.",teen,not specified,whole body,yes,0,9,5,dehydration
i am experiencing dry skin and red patches for 2 days. my pain score is 2 out of 10.,adult,not specified,skin,no,2,2,2,eczema flare
"for the last few days i have had shortness of breath, racing heart, chest tightness and fear for 1 day. my pain score is 3 out of 10.",older adult,not specified,chest/whole body,yes,1,3,4,anxiety or panic attack
"i have dry mouth, fatigue and thirst today. my pain score is 3 out of 10.",adult,not specified,whole body,yes,0,3,3,dehydration
"i am experiencing dizziness, pale skin, fatigue and shaking for 2 days. my pain score is 1 out of 10.",child,male,whole body,yes,2,1,4,anemia
"my symptoms are severe headache, fever, neck stiffness, drowsiness, vomiting, rash, seizure and one-sided headache today. my pain score is 7 out of 10.",child,male,head/neck,yes,0,7,8,meningitis
"my symptoms are nausea, light sensitivity and sound sensitivity for 2 days. my pain score is 1 out of 10.",older adult,female,head,yes,2,1,3,migraine
"today i noticed blocked nose, facial pressure and thick nasal discharge for 1 day. my pain score is 1 out of 10.",older adult,female,head,no,1,1,3,sinusitis
"for the last few days i have had blocked nose, runny nose and loss of smell today. my pain score is 1 out of 10.",adult,not specified,head/chest,no,0,1,3,common cold
"i am experiencing itchy eye, eye discharge, red eye and sneezing for 3 days. my pain score is 2 out of 10.",older adult,female,eye,no,3,2,4,conjunctivitis
"i have neck tightness, pressure around head, stress, poor sleep, mild nausea and nausea for 4 days. my pain score is 6 out of 10.",older adult,female,head,yes,4,6,6,tension headache
"for the last few days i have had fever, loss of appetite, abdominal tenderness, pain worse with movement, severe abdominal pain and rigid abdomen for 12 days. my pain score is 8 out of 10.",adult,female,abdomen,yes,12,8,6,appendicitis
"i feel face drooping, sudden confusion, arm weakness, speech difficulty, vision trouble, dizziness, loss of balance, weakness on one side and cannot speak for 8 days. my pain score is 10 out of 10.",older adult,not specified,head/face/arm,yes,8,10,9,stroke
"i have fever, body aches and fatigue for 3 days. my pain score is 2 out of 10.",older adult,not specified,whole body,yes,3,2,3,influenza
"i have flank pain, nausea, fever, vomiting, blood in urine and chills for 7 days. my pain score is 3 out of 10.",adult,male,back/abdomen,no,7,3,6,kidney infection
"for the last few days i have had face drooping, arm weakness, sudden confusion, loss of balance and cannot speak for 14 days. my pain score is 8 out of 10.",adult,male,head/face/arm,yes,14,8,5,stroke
"i am experiencing fever, ear pain, reduced hearing, fullness in ear and gum swelling for 1 day. my pain score is 1 out of 10.",adult,male,ear/head,no,1,1,5,ear infection
"i am experiencing dry skin, itchy rash, scaly skin, sleep disturbance, cracked skin, oozing, rapidly spreading redness and fever with rash for 6 days. my pain score is 7 out of 10.",adult,female,skin,yes,6,7,8,eczema flare
"i've got swelling, difficulty moving, bruising, joint pain, severe tenderness, deformity and cannot bear weight for 6 days. my pain score is 6 out of 10.",older adult,female,arm/leg,no,6,6,7,fracture or sprain
my symptoms are shortness of breath and trembling for 1 day. my pain score is 2 out of 10.,adult,male,chest/whole body,yes,1,2,2,anxiety or panic attack
"i've got stomach cramps, nausea, diarrhea, body aches and fever for 6 days. my pain score is 5 out of 10.",adult,male,abdomen,no,6,5,5,gastroenteritis
my symptoms are recent lifting and localized pain for 1 day. my pain score is 2 out of 10.,adult,not specified,back/arm/leg,no,1,2,2,muscle strain
"i feel chest pain when breathing, cough, shortness of breath, fever and fatigue for 5 days. my pain score is 7 out of 10.",teen,not specified,chest,yes,5,7,5,pneumonia
"today i noticed itchy eyes, sneezing and blocked nose today. my pain score is 2 out of 10.",adult,female,head,yes,0,2,3,allergic rhinitis
"i am experiencing facial pressure, headache and sore throat for 2 days. my pain score is 2 out of 10.",teen,male,head,no,2,2,3,sinusitis
"i have fever, nausea, burning urination, flank pain, vomiting, blood in urine, chills and sepsis signs for 11 days. my pain score is 8 out of 10.",older adult,male,back/abdomen,yes,11,8,8,kidney infection
"i am experiencing shortness of breath, fever, chills, green mucus and fatigue for 3 days. my pain score is 6 out of 10.",teen,female,chest,yes,3,6,5,pneumonia
"i feel stress, pressure around head and dull headache for 2 days. my pain score is 1 out of 10.",teen,not specified,head,no,2,1,3,tension headache
"today i noticed fever, fast heartbeat, vomiting, blue lips and swelling for 14 days. my pain score is 8 out of 10.",child,not specified,whole body,yes,14,8,5,sepsis
"my symptoms are chest tightness, shortness of breath and cough for 1 day. my pain score is 2 out of 10.",adult,female,chest/whole body,no,1,2,3,anxiety or panic attack
"today i noticed chest tightness, fear, trembling, racing heart, tingling fingers, dizziness, sweating, fainting and thoughts of self harm for 3 days. my pain score is 8 out of 10.",teen,male,chest/whole body,yes,3,8,9,anxiety or panic attack
"i have difficulty moving, injury and cannot bear weight for 5 days. my pain score is 3 out of 10.",child,not specified,arm/leg,yes,5,3,3,fracture or sprain
"i have shivering, fast heartbeat, very unwell, weakness, vomiting, no urination all day and burning urination for 1 day. my pain score is 7 out of 10.",teen,male,whole body,yes,1,7,7,sepsis
"i feel right lower abdominal pain, loss of appetite, nausea, fever, abdominal tenderness, pain worse with movement and rigid abdomen for 10 days. my pain score is 10 out of 10.",adult,not specified,abdomen,yes,10,10,7,appendicitis
"for the last few days i have had fever, fast heartbeat, weakness, reduced urination and no urination all day for 7 days. my pain score is 8 out of 10.",older adult,male,whole body,yes,7,8,5,sepsis
"today i noticed fullness in ear, fever, ear pain, poor sleep, dizziness and sneezing for 3 days. my pain score is 7 out of 10.",adult,not specified,ear/head,yes,3,7,6,ear infection
"i've got injury, difficulty moving, swelling, joint pain and pain worse with movement for 2 days. my pain score is 1 out of 10.",older adult,male,arm/leg,no,2,1,5,fracture or sprain
"i've got dry skin, scaly skin, red patches, oozing, sleep disturbance and cracked skin for 3 days. my pain score is 5 out of 10.",child,female,skin,no,3,5,6,eczema flare
"i've got cough, chest tightness, wheezing and exercise trigger for 6 days. my pain score is 7 out of 10.",teen,male,chest,no,6,7,4,asthma flare
today i noticed diarrhea and nausea for 1 day. my pain score is 2 out of 10.,teen,female,abdomen,no,1,2,2,gastroenteritis
